DATE,PRICE,Open,High,Low,Change %
"Jun 19, 2005",0.7701,0.7754,0.7811,0.7665,-0.99%
"Jun 12, 2005",0.7778,0.7622,0.7785,0.7587,2.17%
"Jun 05, 2005",0.7613,0.7551,0.7708,0.7547,0.75%
"May 29, 2005",0.7556,0.7616,0.7635,0.7473,-1.02%
"May 22, 2005",0.7634,0.7547,0.7652,0.7541,0.95%
"May 15, 2005",0.7562,0.7611,0.7621,0.7529,-0.46%
"May 08, 2005",0.7597,0.7735,0.7794,0.7595,-1.97%
"May 01, 2005",0.775,0.7802,0.7828,0.7721,-0.77%
"Apr 24, 2005",0.781,0.7816,0.7845,0.774,-0.01%
"Apr 17, 2005",0.7811,0.7685,0.7833,0.7634,1.63%
"Apr 10, 2005",0.7686,0.7717,0.7806,0.765,-0.50%
"Apr 03, 2005",0.7725,0.7689,0.7738,0.7625,0.18%
"Mar 27, 2005",0.7711,0.7721,0.7779,0.7667,-0.08%
"Mar 20, 2005",0.7717,0.7938,0.7944,0.7696,-2.92%
"Mar 13, 2005",0.7949,0.7929,0.7959,0.7858,0.33%
"Mar 06, 2005",0.7923,0.7896,0.7991,0.787,0.22%
"Feb 27, 2005",0.7906,0.7867,0.7947,0.7768,0.50%
"Feb 20, 2005",0.7867,0.7886,0.7959,0.7805,-0.20%
"Feb 13, 2005",0.7883,0.7856,0.79,0.7783,0.32%
"Feb 06, 2005",0.7858,0.7688,0.7867,0.761,2.03%
"Jan 30, 2005",0.7702,0.7735,0.7791,0.7671,-0.59%
"Jan 23, 2005",0.7748,0.7683,0.7805,0.7626,0.66%
"Jan 16, 2005",0.7697,0.7594,0.7716,0.7503,1.44%
"Jan 09, 2005",0.7588,0.7571,0.77,0.7548,0.18%
"Jan 02, 2005",0.7574,0.7804,0.7829,0.7537,-3.17%
"Dec 26, 2004",0.7822,0.7694,0.7844,0.7681,1.73%
"Dec 19, 2004",0.7689,0.7632,0.7712,0.7611,0.63%
"Dec 12, 2004",0.7641,0.7485,0.7669,0.7477,1.66%
"Dec 05, 2004",0.7516,0.7805,0.7825,0.7441,-3.86%
"Nov 28, 2004",0.7818,0.7893,0.7909,0.7694,-1.14%
"Nov 21, 2004",0.7908,0.7836,0.7948,0.777,0.94%
"Nov 14, 2004",0.7834,0.7683,0.7865,0.7677,1.81%
"Nov 07, 2004",0.7695,0.7625,0.7704,0.7551,0.84%
"Oct 31, 2004",0.7631,0.7487,0.7632,0.7431,1.92%
"Oct 24, 2004",0.7487,0.7419,0.7512,0.7366,1.27%
"Oct 17, 2004",0.7393,0.7304,0.7407,0.722,1.40%
"Oct 10, 2004",0.7291,0.7375,0.7381,0.7213,-0.79%
"Oct 03, 2004",0.7349,0.7235,0.7367,0.7184,1.16%
"Sep 26, 2004",0.7265,0.7143,0.7287,0.71,1.72%
"Sep 19, 2004",0.7142,0.698,0.7171,0.6968,2.22%
"Sep 12, 2004",0.6987,0.6963,0.7049,0.6931,0.49%
"Sep 05, 2004",0.6953,0.6912,0.6996,0.685,0.55%
"Aug 29, 2004",0.6915,0.7013,0.7077,0.6885,-1.78%
"Aug 22, 2004",0.704,0.7231,0.7241,0.7,-2.78%
"Aug 15, 2004",0.7241,0.7165,0.7264,0.7128,1.03%
"Aug 08, 2004",0.7167,0.7139,0.7184,0.7056,0.42%
"Aug 01, 2004",0.7137,0.7041,0.7159,0.6987,1.58%
"Jul 25, 2004",0.7026,0.7085,0.7141,0.693,-0.93%
"Jul 18, 2004",0.7092,0.7323,0.7348,0.707,-3.05%
"Jul 11, 2004",0.7315,0.7229,0.7329,0.7195,1.30%
"Jul 04, 2004",0.7221,0.7126,0.7244,0.7113,1.15%
"Jun 27, 2004",0.7139,0.6994,0.7142,0.6876,1.93%
"Jun 20, 2004",0.7004,0.6898,0.7026,0.6843,1.67%
"Jun 13, 2004",0.6889,0.6919,0.6994,0.6785,-0.66%
"Jun 06, 2004",0.6935,0.6982,0.7077,0.6862,-0.34%
"May 30, 2004",0.6959,0.7141,0.7174,0.6844,-2.58%
"May 23, 2004",0.7143,0.6989,0.7201,0.6944,2.10%
"May 16, 2004",0.6996,0.6913,0.7033,0.6795,1.16%
"May 09, 2004",0.6916,0.7023,0.7045,0.6828,-1.44%
"May 02, 2004",0.7017,0.7225,0.7343,0.7014,-2.65%
"Apr 25, 2004",0.7208,0.73,0.7369,0.7123,-1.89%
"Apr 18, 2004",0.7347,0.7443,0.7512,0.723,-1.25%
"Apr 11, 2004",0.744,0.7623,0.7688,0.7298,-2.61%
"Apr 04, 2004",0.7639,0.756,0.7693,0.751,0.75%
"Mar 28, 2004",0.7582,0.7461,0.7694,0.7433,1.50%
"Mar 21, 2004",0.747,0.7484,0.7557,0.7371,-0.23%
"Mar 14, 2004",0.7487,0.7316,0.754,0.7288,2.23%
"Mar 07, 2004",0.7324,0.7605,0.766,0.7251,-3.71%
"Feb 29, 2004",0.7606,0.7727,0.7772,0.7393,-1.73%
"Feb 22, 2004",0.774,0.7699,0.7818,0.7654,0.58%
"Feb 15, 2004",0.7695,0.7895,0.8013,0.764,-2.51%
"Feb 08, 2004",0.7893,0.766,0.7946,0.7649,2.44%
"Feb 01, 2004",0.7705,0.7631,0.7709,0.7558,0.88%
"Jan 25, 2004",0.7638,0.7705,0.7812,0.7541,-1.02%
"Jan 18, 2004",0.7717,0.763,0.7797,0.7529,0.99%
"Jan 11, 2004",0.7641,0.777,0.7815,0.761,-1.62%
"Jan 04, 2004",0.7767,0.7577,0.7783,0.7577,2.39%
"Dec 28, 2003",0.7586,0.7408,0.7591,0.7404,2.39%
"Dec 21, 2003",0.7409,0.7374,0.744,0.7323,0.52%
"Dec 14, 2003",0.7371,0.737,0.7454,0.7344,-0.71%
"Dec 07, 2003",0.7424,0.7365,0.7441,0.7331,0.80%
"Nov 30, 2003",0.7365,0.7237,0.7384,0.723,1.68%
"Nov 23, 2003",0.7243,0.7233,0.726,0.7154,0.10%
"Nov 16, 2003",0.7236,0.7205,0.7262,0.7085,0.46%
"Nov 09, 2003",0.7203,0.7088,0.7225,0.7085,1.64%
"Nov 02, 2003",0.7087,0.7071,0.7125,0.6959,0.06%
"Oct 26, 2003",0.7083,0.6992,0.7109,0.6983,1.32%
"Oct 19, 2003",0.6991,0.6942,0.7079,0.6893,1.00%
"Oct 12, 2003",0.6922,0.6923,0.6946,0.6824,0.10%
"Oct 05, 2003",0.6915,0.6786,0.6958,0.6759,1.80%
"Sep 28, 2003",0.6793,0.6756,0.688,0.6679,0.83%
"Sep 21, 2003",0.6737,0.677,0.6837,0.6731,0.24%
"Sep 14, 2003",0.6721,0.6626,0.6736,0.6585,1.30%
"Sep 07, 2003",0.6635,0.6469,0.6643,0.6445,2.44%
"Aug 31, 2003",0.6477,0.6467,0.6488,0.6339,0.02%
"Aug 24, 2003",0.6476,0.6511,0.6534,0.6352,-0.71%
"Aug 17, 2003",0.6522,0.6604,0.6623,0.6471,-1.18%
"Aug 10, 2003",0.66,0.6523,0.6612,0.6504,1.04%
"Aug 03, 2003",0.6532,0.6521,0.6538,0.6409,0.25%
"Jul 27, 2003",0.6516,0.6624,0.6679,0.6444,-1.79%
"Jul 20, 2003",0.6635,0.6464,0.6664,0.6462,2.52%
"Jul 13, 2003",0.6472,0.6566,0.6615,0.6438,-1.98%
"Jul 06, 2003",0.6603,0.679,0.6846,0.6486,-2.62%
"Jun 29, 2003",0.6781,0.6659,0.6838,0.6654,1.56%
"Jun 22, 2003",0.6677,0.6672,0.6729,0.6613,-0.06%
"Jun 15, 2003",0.6681,0.6679,0.6738,0.6645,-0.06%
"Jun 08, 2003",0.6685,0.6589,0.6687,0.6541,1.53%
"Jun 01, 2003",0.6584,0.6499,0.6713,0.6479,0.64%
"May 25, 2003",0.6542,0.6596,0.6628,0.6428,-0.92%
"May 18, 2003",0.6603,0.6583,0.6614,0.6522,1.03%
"May 11, 2003",0.6536,0.6462,0.6536,0.6394,1.38%
"May 04, 2003",0.6447,0.6299,0.6472,0.6295,2.06%
"Apr 27, 2003",0.6317,0.6158,0.6345,0.6146,2.50%
"Apr 20, 2003",0.6163,0.6147,0.6231,0.6126,0.31%
"Apr 13, 2003",0.6144,0.6046,0.617,0.6015,1.52%
"Apr 06, 2003",0.6052,0.5992,0.6079,0.5922,0.72%
"Mar 30, 2003",0.6009,0.6,0.6064,0.5957,0.02%
"Mar 23, 2003",0.6008,0.5929,0.602,0.592,1.71%
"Mar 16, 2003",0.5907,0.5976,0.6026,0.5878,-1.35%
"Mar 09, 2003",0.5988,0.6121,0.6168,0.589,-2.36%
"Mar 02, 2003",0.6133,0.6074,0.6182,0.606,0.74%
"Feb 23, 2003",0.6088,0.5972,0.6092,0.5959,1.94%
"Feb 16, 2003",0.5972,0.5908,0.5998,0.588,0.84%
"Feb 09, 2003",0.5922,0.5902,0.5973,0.5865,0.34%
"Feb 02, 2003",0.5902,0.5864,0.5938,0.582,0.46%
"Jan 26, 2003",0.5875,0.5915,0.5942,0.5851,-0.76%
"Jan 19, 2003",0.592,0.5913,0.5939,0.5844,0.02%
"Jan 12, 2003",0.5919,0.5826,0.5927,0.5807,1.34%
"Jan 05, 2003",0.5841,0.5667,0.5841,0.5666,2.93%
"Dec 29, 2002",0.5675,0.5606,0.5676,0.5589,1.07%
"Dec 22, 2002",0.5615,0.5631,0.5649,0.5601,-0.30%
"Dec 15, 2002",0.5632,0.5652,0.5691,0.5597,-0.46%
"Dec 08, 2002",0.5658,0.5616,0.5686,0.5583,0.84%
"Dec 01, 2002",0.5611,0.5604,0.5626,0.5556,0.09%
"Nov 24, 2002",0.5606,0.5636,0.565,0.5542,-0.55%
"Nov 17, 2002",0.5637,0.5631,0.5652,0.5564,0.02%
"Nov 10, 2002",0.5636,0.5642,0.5658,0.5578,-0.19%
"Nov 03, 2002",0.5647,0.5595,0.5679,0.5593,1.00%
"Oct 27, 2002",0.5591,0.5556,0.5596,0.5511,0.65%
"Oct 20, 2002",0.5555,0.5498,0.5567,0.549,1.00%
"Oct 13, 2002",0.55,0.5472,0.5533,0.5447,0.20%
"Oct 06, 2002",0.5489,0.5461,0.5511,0.5453,0.38%
"Sep 29, 2002",0.5468,0.5432,0.5479,0.54,0.63%
"Sep 22, 2002",0.5434,0.5458,0.5483,0.541,-0.46%
"Sep 15, 2002",0.5459,0.5498,0.5526,0.5435,-0.78%
"Sep 08, 2002",0.5502,0.5474,0.5537,0.545,0.46%
"Sep 01, 2002",0.5477,0.5497,0.5527,0.5395,-0.58%
"Aug 25, 2002",0.5509,0.5435,0.555,0.5421,1.42%
"Aug 18, 2002",0.5432,0.5455,0.5493,0.5385,-0.49%
"Aug 11, 2002",0.5459,0.5355,0.5472,0.5335,1.89%
"Aug 04, 2002",0.5358,0.5385,0.5398,0.5228,-0.59%
"Jul 28, 2002",0.539,0.5355,0.5485,0.535,0.52%
"Jul 21, 2002",0.5362,0.5568,0.557,0.5342,-3.73%
"Jul 14, 2002",0.557,0.5595,0.5652,0.5491,-0.48%
"Jul 07, 2002",0.5597,0.5572,0.5714,0.5548,0.36%
"Jun 30, 2002",0.5577,0.563,0.5648,0.5533,-1.03%
"Jun 23, 2002",0.5635,0.5741,0.5798,0.5584,-1.90%
"Jun 16, 2002",0.5744,0.5608,0.5749,0.5555,2.50%
"Jun 09, 2002",0.5604,0.5711,0.5725,0.5575,-1.94%
"Jun 02, 2002",0.5715,0.5677,0.5777,0.5654,0.72%
"May 26, 2002",0.5674,0.5556,0.5698,0.5554,1.90%
"May 19, 2002",0.5568,0.5521,0.5608,0.5505,0.72%
"May 12, 2002",0.5528,0.5439,0.5534,0.5435,1.54%
"May 05, 2002",0.5444,0.5409,0.5454,0.537,0.87%
"Apr 28, 2002",0.5397,0.5431,0.5451,0.5339,-0.77%
"Apr 21, 2002",0.5439,0.5393,0.5459,0.537,0.65%
"Apr 14, 2002",0.5404,0.5335,0.5416,0.53,1.14%
"Apr 07, 2002",0.5343,0.5289,0.5371,0.5253,0.75%
"Mar 31, 2002",0.5303,0.5329,0.5361,0.528,-0.60%
"Mar 24, 2002",0.5335,0.5301,0.5357,0.5263,0.51%
"Mar 17, 2002",0.5308,0.5256,0.5341,0.5214,1.01%
"Mar 10, 2002",0.5255,0.5215,0.5265,0.518,0.46%
"Mar 03, 2002",0.5231,0.5202,0.5266,0.5184,0.65%
"Feb 24, 2002",0.5197,0.5128,0.5198,0.5114,1.40%
"Feb 17, 2002",0.5125,0.5172,0.5193,0.5115,-1.00%
"Feb 10, 2002",0.5177,0.5103,0.5189,0.5067,1.39%
"Feb 03, 2002",0.5106,0.509,0.5125,0.505,0.27%
"Jan 27, 2002",0.5092,0.5163,0.5176,0.505,-1.38%
"Jan 20, 2002",0.5163,0.5146,0.5221,0.514,0.35%
"Jan 13, 2002",0.5145,0.5175,0.5202,0.511,-1.10%
"Jan 06, 2002",0.5202,0.5203,0.5273,0.517,-0.02%
"Dec 30, 2001",0.5203,0.5108,0.5213,0.5083,1.68%
"Dec 23, 2001",0.5117,0.5082,0.5122,0.504,0.79%
"Dec 16, 2001",0.5077,0.5194,0.5196,0.5039,-2.25%
"Dec 09, 2001",0.5194,0.5151,0.5211,0.5134,1.03%
"Dec 02, 2001",0.5141,0.5218,0.5222,0.5126,-1.48%
"Nov 25, 2001",0.5218,0.518,0.524,0.5162,0.77%
"Nov 18, 2001",0.5178,0.5221,0.5237,0.5145,-0.90%
"Nov 11, 2001",0.5225,0.518,0.5253,0.5154,1.61%
"Nov 04, 2001",0.5142,0.5078,0.5177,0.5058,1.12%
"Oct 28, 2001",0.5085,0.5011,0.513,0.4996,1.15%
"Oct 21, 2001",0.5027,0.5088,0.5108,0.5007,-1.26%
"Oct 14, 2001",0.5091,0.5113,0.5171,0.5046,0.67%
"Oct 07, 2001",0.5057,0.5072,0.5084,0.4959,-0.26%
"Sep 30, 2001",0.507,0.4925,0.508,0.49,3.22%
"Sep 23, 2001",0.4912,0.4855,0.4978,0.482,1.34%
"Sep 16, 2001",0.4847,0.5163,0.5168,0.4814,-5.88%
"Sep 09, 2001",0.515,0.5182,0.5233,0.511,-0.83%
"Sep 02, 2001",0.5193,0.528,0.5289,0.5159,-1.91%
"Aug 26, 2001",0.5294,0.534,0.5357,0.5242,-0.94%
"Aug 19, 2001",0.5344,0.536,0.5393,0.5287,-0.24%
"Aug 12, 2001",0.5357,0.5134,0.5374,0.5131,4.40%
"Aug 05, 2001",0.5131,0.5162,0.5202,0.5088,-0.74%
"Jul 29, 2001",0.5169,0.508,0.5212,0.5017,1.65%
"Jul 22, 2001",0.5085,0.5063,0.5119,0.5038,0.57%
"Jul 15, 2001",0.5056,0.5104,0.5188,0.504,-0.49%
"Jul 08, 2001",0.5081,0.5085,0.5134,0.5009,-0.20%
"Jul 01, 2001",0.5091,0.511,0.5202,0.5038,-0.45%
"Jun 24, 2001",0.5114,0.5167,0.5229,0.5044,-0.85%
"Jun 17, 2001",0.5158,0.5237,0.5281,0.5143,-1.53%
"Jun 10, 2001",0.5238,0.5246,0.5305,0.5198,-0.25%
"Jun 03, 2001",0.5251,0.508,0.5261,0.5046,3.22%
"May 27, 2001",0.5087,0.5197,0.5214,0.5029,-2.29%
"May 20, 2001",0.5206,0.5291,0.5322,0.5085,-1.81%
"May 13, 2001",0.5302,0.5224,0.5302,0.5153,1.63%
"May 06, 2001",0.5217,0.5193,0.5268,0.5144,0.48%
"Apr 29, 2001",0.5192,0.5079,0.5247,0.5065,1.92%
"Apr 22, 2001",0.5094,0.5128,0.5198,0.5012,-1.09%
"Apr 15, 2001",0.515,0.507,0.5191,0.4924,1.16%
"Apr 08, 2001",0.5091,0.4982,0.5108,0.49,2.15%
"Apr 01, 2001",0.4984,0.4858,0.4994,0.4773,2.68%
"Mar 25, 2001",0.4854,0.5,0.502,0.4845,-2.26%
"Mar 18, 2001",0.4966,0.4945,0.5045,0.4887,0.34%
"Mar 11, 2001",0.4949,0.5093,0.5113,0.49,-2.79%
"Mar 04, 2001",0.5091,0.5292,0.5297,0.5061,-3.85%
"Feb 25, 2001",0.5295,0.5255,0.5299,0.5205,0.61%
"Feb 18, 2001",0.5263,0.5289,0.5319,0.5205,-0.36%
"Feb 11, 2001",0.5282,0.5362,0.5408,0.52,-1.57%
"Feb 04, 2001",0.5366,0.5507,0.5534,0.5319,-2.93%
"Jan 28, 2001",0.5528,0.5433,0.5567,0.5405,1.56%
"Jan 21, 2001",0.5443,0.5558,0.5578,0.5411,-2.30%
"Jan 14, 2001",0.5571,0.5567,0.5625,0.549,0.04%
"Jan 07, 2001",0.5569,0.5713,0.5725,0.552,-2.71%
"Dec 31, 2000",0.5724,0.558,0.5726,0.5544,2.43%
"Dec 24, 2000",0.5588,0.5565,0.5603,0.5518,0.32%
"Dec 17, 2000",0.557,0.5441,0.5576,0.54,2.31%
"Dec 10, 2000",0.5444,0.5434,0.5477,0.537,-0.60%
"Dec 03, 2000",0.5477,0.5375,0.5514,0.536,1.84%
"Nov 26, 2000",0.5378,0.5221,0.5398,0.5188,2.79%
"Nov 19, 2000",0.5232,0.5186,0.5285,0.5073,0.77%
"Nov 12, 2000",0.5192,0.5192,0.524,0.5172,0.00%
"Nov 05, 2000",0.5192,0.5277,0.5327,0.5185,-1.33%
"Oct 29, 2000",0.5262,0.5225,0.5343,0.5108,0.53%
"Oct 22, 2000",0.5234,0.5313,0.5323,0.5135,-1.10%
"Oct 15, 2000",0.5292,0.5283,0.5299,0.5154,0.15%
"Oct 08, 2000",0.5284,0.5331,0.5378,0.5263,-0.94%
"Oct 01, 2000",0.5334,0.5428,0.5476,0.53,-1.73%
"Sep 24, 2000",0.5428,0.5486,0.5518,0.5386,-0.28%
"Sep 17, 2000",0.5443,0.5458,0.559,0.5358,-0.09%
"Sep 10, 2000",0.5448,0.5564,0.5623,0.5438,-1.93%
"Sep 03, 2000",0.5555,0.5762,0.5787,0.5525,-3.64%
"Aug 27, 2000",0.5765,0.5732,0.5796,0.568,0.42%
"Aug 20, 2000",0.5741,0.5907,0.5915,0.5665,-2.81%
"Aug 13, 2000",0.5907,0.579,0.5948,0.577,2.14%
"Aug 06, 2000",0.5783,0.5865,0.5892,0.5763,-1.36%
"Jul 30, 2000",0.5863,0.5869,0.5875,0.5755,-0.29%
"Jul 23, 2000",0.588,0.586,0.5938,0.5825,0.29%
"Jul 16, 2000",0.5863,0.5839,0.5897,0.5745,0.45%
"Jul 09, 2000",0.5837,0.5914,0.5956,0.582,-1.35%
"Jul 02, 2000",0.5917,0.5972,0.6018,0.586,-0.84%
"Jun 25, 2000",0.5967,0.594,0.6053,0.5915,0.34%
"Jun 18, 2000",0.5947,0.6056,0.6072,0.5935,-1.90%
"Jun 11, 2000",0.6062,0.5865,0.6103,0.5855,3.15%
"Jun 04, 2000",0.5877,0.5814,0.5938,0.5772,1.28%
"May 28, 2000",0.5803,0.5738,0.5832,0.5681,1.13%
"May 21, 2000",0.5738,0.5725,0.5781,0.5659,-0.03%
"May 14, 2000",0.574,0.5813,0.5831,0.5645,-1.05%
"May 07, 2000",0.5801,0.596,0.597,0.5745,-2.83%
"Apr 30, 2000",0.597,0.5847,0.5979,0.5785,2.26%
"Apr 23, 2000",0.5838,0.5922,0.597,0.5815,-1.50%
"Apr 16, 2000",0.5927,0.602,0.6058,0.5885,-0.82%
"Apr 09, 2000",0.5976,0.5972,0.6003,0.5933,-0.15%
"Apr 02, 2000",0.5985,0.6068,0.6108,0.5958,-1.50%
"Mar 26, 2000",0.6076,0.6085,0.6165,0.6019,-0.12%
"Mar 19, 2000",0.6083,0.6066,0.6117,0.601,0.25%
"Mar 12, 2000",0.6068,0.6126,0.6193,0.6048,-1.32%
"Mar 05, 2000",0.6149,0.6082,0.6162,0.6005,1.08%
"Feb 27, 2000",0.6083,0.616,0.619,0.6021,-1.14%
"Feb 20, 2000",0.6153,0.6287,0.6294,0.613,-2.22%
"Feb 13, 2000",0.6293,0.6323,0.6359,0.6239,-0.17%
"Feb 06, 2000",0.6304,0.6372,0.6428,0.6254,-0.99%
"Jan 30, 2000",0.6367,0.6383,0.6414,0.6285,0.68%
"Jan 23, 2000",0.6324,0.6588,0.6599,0.6225,-4.62%
"Jan 16, 2000",0.663,0.6653,0.6679,0.6612,-0.48%
"Jan 09, 2000",0.6662,0.6543,0.6686,0.6525,1.69%
"Jan 02, 2000",0.6551,0.6565,0.6613,0.652,-0.23%
"Dec 26, 1999",0.6566,0.6431,0.6574,0.642,2.12%
"Dec 19, 1999",0.643,0.6424,0.6474,0.6405,0.05%
"Dec 12, 1999",0.6427,0.6352,0.6462,0.632,1.18%
"Dec 05, 1999",0.6352,0.6325,0.641,0.6305,0.49%
"Nov 28, 1999",0.6321,0.6338,0.6391,0.6295,-0.44%
"Nov 21, 1999",0.6349,0.6395,0.6397,0.6295,-0.61%
"Nov 14, 1999",0.6388,0.647,0.6479,0.637,-0.93%
"Nov 07, 1999",0.6448,0.639,0.6456,0.6359,0.86%
"Oct 31, 1999",0.6393,0.6397,0.6455,0.634,0.11%
"Oct 24, 1999",0.6386,0.6491,0.6542,0.6355,-1.56%
"Oct 17, 1999",0.6487,0.6439,0.6517,0.6415,0.19%
"Oct 10, 1999",0.6475,0.6533,0.6583,0.645,-1.07%
"Oct 03, 1999",0.6545,0.6563,0.6664,0.653,-0.26%
"Sep 26, 1999",0.6562,0.6531,0.6601,0.6485,0.88%
"Sep 19, 1999",0.6505,0.6466,0.6535,0.6403,0.57%
"Sep 12, 1999",0.6468,0.6513,0.6583,0.6447,-0.74%
"Sep 05, 1999",0.6516,0.644,0.6542,0.6415,0.91%
"Aug 29, 1999",0.6457,0.6295,0.6475,0.6282,2.17%
"Aug 22, 1999",0.632,0.6383,0.6405,0.629,-0.60%
"Aug 15, 1999",0.6358,0.6535,0.6548,0.633,-2.59%
"Aug 08, 1999",0.6527,0.6503,0.6547,0.6455,-0.08%
"Aug 01, 1999",0.6532,0.65,0.6604,0.647,0.37%
"Jul 25, 1999",0.6508,0.6501,0.6542,0.6423,0.40%
"Jul 18, 1999",0.6482,0.659,0.6613,0.6415,-1.88%
"Jul 11, 1999",0.6606,0.6649,0.6672,0.6562,-0.83%
"Jul 04, 1999",0.6661,0.6676,0.6721,0.66,-0.34%
"Jun 27, 1999",0.6684,0.662,0.6713,0.654,0.95%
"Jun 20, 1999",0.6621,0.6525,0.6647,0.648,1.52%
"Jun 13, 1999",0.6522,0.664,0.6653,0.65,-2.00%
"Jun 06, 1999",0.6655,0.6574,0.666,0.6543,1.00%
"May 30, 1999",0.6589,0.6533,0.66,0.6405,1.01%
"May 23, 1999",0.6523,0.6565,0.6607,0.646,-0.81%
"May 16, 1999",0.6576,0.6624,0.6741,0.6565,-0.96%
"May 09, 1999",0.664,0.6721,0.6747,0.6623,-1.22%
"May 02, 1999",0.6722,0.6604,0.6744,0.6574,1.62%
"Apr 25, 1999",0.6615,0.6508,0.6638,0.6454,1.50%
"Apr 18, 1999",0.6517,0.645,0.657,0.6447,0.70%
"Apr 11, 1999",0.6472,0.6315,0.6491,0.6315,2.53%
"Apr 04, 1999",0.6312,0.634,0.6352,0.6224,-0.54%
"Mar 28, 1999",0.6346,0.633,0.6378,0.6242,-0.06%
"Mar 21, 1999",0.635,0.6304,0.6421,0.6275,0.78%
"Mar 14, 1999",0.6301,0.6353,0.6355,0.623,-0.93%
"Mar 07, 1999",0.636,0.6282,0.6394,0.6262,1.27%
"Feb 28, 1999",0.628,0.6191,0.6293,0.616,1.49%
"Feb 21, 1999",0.6188,0.6413,0.6417,0.6165,-3.24%
"Feb 14, 1999",0.6395,0.6475,0.6498,0.631,-1.13%
"Feb 07, 1999",0.6468,0.6498,0.6547,0.639,-0.66%
"Jan 31, 1999",0.6511,0.6316,0.6539,0.63,3.27%
"Jan 24, 1999",0.6305,0.633,0.6341,0.623,-0.52%
"Jan 17, 1999",0.6338,0.6349,0.6462,0.6315,0.09%
"Jan 10, 1999",0.6332,0.6341,0.6442,0.628,-0.27%
"Jan 03, 1999",0.6349,0.6123,0.6376,0.6112,3.66%
"Dec 27, 1998",0.6125,0.6095,0.616,0.6053,0.41%
"Dec 20, 1998",0.61,0.6188,0.6225,0.607,-1.61%
"Dec 13, 1998",0.62,0.619,0.6266,0.616,-0.16%
"Dec 06, 1998",0.621,0.6177,0.6259,0.6095,0.71%
"Nov 29, 1998",0.6166,0.6333,0.6382,0.616,-2.62%
"Nov 22, 1998",0.6332,0.64,0.6447,0.6323,-1.54%
"Nov 15, 1998",0.6431,0.6381,0.6481,0.628,1.01%
"Nov 08, 1998",0.6367,0.6337,0.6401,0.6217,0.17%
"Nov 01, 1998",0.6356,0.6236,0.636,0.6212,1.91%
"Oct 25, 1998",0.6237,0.6188,0.6268,0.6115,0.71%
"Oct 18, 1998",0.6193,0.6328,0.6365,0.6165,-2.49%
"Oct 11, 1998",0.6351,0.613,0.6417,0.6127,3.32%
"Oct 04, 1998",0.6147,0.5969,0.625,0.581,3.15%
"Sep 27, 1998",0.5959,0.5867,0.6001,0.5833,1.71%
"Sep 20, 1998",0.5859,0.586,0.5928,0.575,-0.24%
"Sep 13, 1998",0.5873,0.595,0.6,0.585,-1.92%
"Sep 06, 1998",0.5988,0.5872,0.604,0.58,1.75%
"Aug 30, 1998",0.5885,0.5665,0.592,0.565,3.88%
"Aug 23, 1998",0.5665,0.5816,0.5828,0.5485,-2.70%
"Aug 16, 1998",0.5822,0.5938,0.5998,0.58,-2.02%
"Aug 09, 1998",0.5942,0.5998,0.6016,0.5902,-1.00%
"Aug 02, 1998",0.6002,0.6055,0.6113,0.5983,-0.96%
"Jul 26, 1998",0.606,0.6159,0.6172,0.605,-1.69%
"Jul 19, 1998",0.6164,0.6265,0.6318,0.6153,-1.83%
"Jul 12, 1998",0.6279,0.6095,0.6335,0.603,2.11%
"Jul 05, 1998",0.6149,0.6135,0.6229,0.6115,-0.57%
"Jun 28, 1998",0.6184,0.599,0.6245,0.598,2.59%
"Jun 21, 1998",0.6028,0.6092,0.6142,0.5998,-1.89%
"Jun 14, 1998",0.6144,0.5873,0.6285,0.5797,4.19%
"Jun 07, 1998",0.5897,0.603,0.6033,0.5805,-2.08%
"May 31, 1998",0.6022,0.6234,0.6242,0.5995,-3.34%
"May 24, 1998",0.623,0.626,0.6277,0.616,-0.72%
"May 17, 1998",0.6275,0.6261,0.6344,0.617,0.21%
"May 10, 1998",0.6262,0.6327,0.6387,0.623,-1.48%
"May 03, 1998",0.6356,0.648,0.6486,0.634,-1.99%
"Apr 26, 1998",0.6485,0.6496,0.6551,0.6423,-0.35%
"Apr 19, 1998",0.6508,0.6449,0.6557,0.6445,0.09%
"Apr 12, 1998",0.6502,0.6555,0.6577,0.645,-0.88%
"Apr 05, 1998",0.656,0.6565,0.6632,0.652,-0.17%
"Mar 29, 1998",0.6571,0.6695,0.671,0.6525,-2.26%
"Mar 22, 1998",0.6723,0.664,0.6783,0.6617,1.11%
"Mar 15, 1998",0.6649,0.6726,0.6776,0.6585,-1.79%
"Mar 08, 1998",0.677,0.6685,0.678,0.663,1.30%
"Mar 01, 1998",0.6683,0.6792,0.685,0.6642,-1.53%
"Feb 22, 1998",0.6787,0.6675,0.6816,0.6596,1.40%
"Feb 15, 1998",0.6693,0.6715,0.6771,0.6612,-0.59%
"Feb 08, 1998",0.6733,0.6702,0.6839,0.6685,0.33%
"Feb 01, 1998",0.6711,0.6821,0.688,0.668,-1.99%
"Jan 25, 1998",0.6847,0.6665,0.6878,0.6665,2.76%
"Jan 18, 1998",0.6663,0.6661,0.6687,0.6553,0.20%
"Jan 11, 1998",0.665,0.6406,0.6688,0.6365,3.21%
"Jan 04, 1998",0.6443,0.6509,0.6515,0.6315,-1.06%
"Dec 28, 1997",0.6512,0.6577,0.6595,0.6495,-0.84%
